"3","3","#f5f9f5"
"3840176","3840176","#f8f8f3"
"796","796","#f0d98d"
"755","755","#ecb441"
"507","507","#d05839"
"5054","5054","#c04640"
"5","5","#9d3a3d"
"143","143","#5d463f"
"4068","4068","#93bd9e"
"415","415","#2c704d"
"2010","2010","#97c1c7"
"258","258","#0085b8"
"256","256","#216ea0"
"206","206","#385574"
"88","88","#d5d4c5"
"606","606","#adb1ad"
"623","623","#949795"
"744880","744880","#d5d7cb"
"16","16","#3b3b3c"
