"TOYO 0001","0001","#ad3286"
"TOYO 0002","0002","#c30089"
"TOYO 0003","0003","#d142aa"
"TOYO 0004","0004","#a45789"
"TOYO 0005","0005","#b86096"
"TOYO 0006","0006","#da5bae"
"TOYO 0007","0007","#b0006f"
"TOYO 0008","0008","#c60078"
"TOYO 0009","0009","#cc5d9d"
"TOYO 0010","0010","#db4e9a"
"TOYO 0011","0011","#da388c"
"TOYO 0012","0012","#e675a9"
"TOYO 0013","0013","#e289bb"
"TOYO 0014","0014","#e8a3c4"
"TOYO 0015","0015","#e7a9ca"
"TOYO 0016","0016","#e6b2c9"
"TOYO 0017","0017","#e8c3d1"
"TOYO 0018","0018","#efb2c6"
"TOYO 0019","0019","#e971a3"
"TOYO 0020","0020","#b3397a"
"TOYO 0021","0021","#8f2c65"
"TOYO 0022","0022","#970c59"
"TOYO 0023","0023","#c40066"
"TOYO 0024","0024","#d72783"
"TOYO 0025","0025","#c90061"
"TOYO 0026","0026","#bc005a"
"TOYO 0027","0027","#ab004c"
"TOYO 0028","0028","#9a0f43"
"TOYO 0029","0029","#c02a62"
"TOYO 0030","0030","#d80473"
"TOYO 0031","0031","#e35491"
"TOYO 0032","0032","#bc577a"
"TOYO 0033","0033","#963554"
"TOYO 0034","0034","#d1005e"
"TOYO 0035","0035","#c9004c"
"TOYO 0036","0036","#d91362"
"TOYO 0037","0037","#9d515d"
"TOYO 0038","0038","#e45591"
"TOYO 0039","0039","#e24486"
"TOYO 0040","0040","#ed87ad"
"TOYO 0041","0041","#f2799e"
"TOYO 0042","0042","#de7394"
"TOYO 0043","0043","#e46185"
"TOYO 0044","0044","#e73d6c"
"TOYO 0045","0045","#c70035"
"TOYO 0046","0046","#d40041"
"TOYO 0047","0047","#d88391"
"TOYO 0048","0048","#f2adbf"
"TOYO 0049","0049","#f4a5b9"
"TOYO 0050","0050","#f5b5c0"
"TOYO 0051","0051","#e9b5ba"
"TOYO 0052","0052","#e6c3c5"
"TOYO 0053","0053","#f3c5c6"
"TOYO 0054","0054","#f0c6c2"
"TOYO 0055","0055","#efbfb9"
"TOYO 0056","0056","#f4a8aa"
"TOYO 0057","0057","#fda0a8"
"TOYO 0058","0058","#cf7485"
"TOYO 0059","0059","#f36a83"
"TOYO 0060","0060","#f7617d"
"TOYO 0061","0061","#d23655"
"TOYO 0062","0062","#cd5969"
"TOYO 0063","0063","#d50044"
"TOYO 0064","0064","#d00039"
"TOYO 0065","0065","#b60033"
"TOYO 0066","0066","#bf2845"
"TOYO 0067","0067","#b30f35"
"TOYO 0068","0068","#bb404b"
"TOYO 0069","0069","#d50030"
"TOYO 0070","0070","#d90031"
"TOYO 0071","0071","#de0036"
"TOYO 0072","0072","#e31545"
"TOYO 0073","0073","#e31c40"
"TOYO 0074","0074","#df666e"
"TOYO 0075","0075","#f24754"
"TOYO 0076","0076","#ee3744"
"TOYO 0077","0077","#f2444c"
"TOYO 0078","0078","#f74d4b"
"TOYO 0079","0079","#fd7f82"
"TOYO 0080","0080","#fc6f70"
"TOYO 0081","0081","#ff857d"
"TOYO 0082","0082","#fda3a0"
"TOYO 0083","0083","#fd9991"
"TOYO 0084","0084","#fab0a5"
"TOYO 0085","0085","#ff6057"
"TOYO 0086","0086","#fc4f4e"
"TOYO 0087","0087","#e14244"
"TOYO 0088","0088","#ec303a"
"TOYO 0089","0089","#c21631"
"TOYO 0090","0090","#b92129"
"TOYO 0091","0091","#c41d29"
"TOYO 0092","0092","#ad4e4f"
"TOYO 0093","0093","#bb4346"
"TOYO 0094","0094","#a42e34"
"TOYO 0095","0095","#a73434"
"TOYO 0096","0096","#c0262d"
"TOYO 0097","0097","#c62c2b"
"TOYO 0098","0098","#d5262c"
"TOYO 0099","0099","#e2172b"
"TOYO 0100","0100","#e4212b"
"TOYO 0101","0101","#e51b16"
"TOYO 0102","0102","#f1300e"
"TOYO 0103","0103","#f63e2a"
"TOYO 0104","0104","#f05f53"
"TOYO 0105","0105","#ff6e5e"
"TOYO 0106","0106","#ff8878"
"TOYO 0107","0107","#ff8e72"
"TOYO 0108","0108","#fba895"
"TOYO 0109","0109","#fea088"
"TOYO 0110","0110","#ff6945"
"TOYO 0111","0111","#fe5e3d"
"TOYO 0112","0112","#f56946"
"TOYO 0113","0113","#fb492d"
"TOYO 0114","0114","#b95846"
"TOYO 0115","0115","#b03831"
"TOYO 0116","0116","#b34d2e"
"TOYO 0117","0117","#ce432e"
"TOYO 0118","0118","#c64825"
"TOYO 0119","0119","#de4b2c"
"TOYO 0120","0120","#ef4c15"
"TOYO 0121","0121","#d05219"
"TOYO 0122","0122","#e1541b"
"TOYO 0123","0123","#b6481e"
"TOYO 0124","0124","#de6e3c"
"TOYO 0125","0125","#fa4f00"
"TOYO 0126","0126","#f46d3b"
"TOYO 0127","0127","#ff7744"
"TOYO 0128","0128","#fb5b00"
"TOYO 0129","0129","#df7f50"
"TOYO 0130","0130","#ff8759"
"TOYO 0131","0131","#fca076"
"TOYO 0132","0132","#fd9667"
"TOYO 0133","0133","#f5c9b5"
"TOYO 0134","0134","#f3cdc0"
"TOYO 0135","0135","#f3cdb3"
"TOYO 0136","0136","#f9b596"
"TOYO 0137","0137","#f8bf9e"
"TOYO 0138","0138","#f6c098"
"TOYO 0139","0139","#ff9364"
"TOYO 0140","0140","#c75313"
"TOYO 0141","0141","#da8d55"
"TOYO 0142","0142","#e07d46"
"TOYO 0143","0143","#e87c33"
"TOYO 0144","0144","#fe6700"
"TOYO 0145","0145","#ff6e00"
"TOYO 0146","0146","#ff7b00"
"TOYO 0147","0147","#ff802b"
"TOYO 0148","0148","#ff8600"
"TOYO 0149","0149","#fda55c"
"TOYO 0150","0150","#fbad73"
"TOYO 0151","0151","#f8bc7e"
"TOYO 0152","0152","#df863c"
"TOYO 0153","0153","#e57400"
"TOYO 0154","0154","#e67d00"
"TOYO 0155","0155","#eb8f3a"
"TOYO 0156","0156","#cd6d06"
"TOYO 0157","0157","#bd7013"
"TOYO 0158","0158","#d17a0e"
"TOYO 0159","0159","#d38500"
"TOYO 0160","0160","#e59126"
"TOYO 0161","0161","#ff9000"
"TOYO 0162","0162","#fda500"
"TOYO 0163","0163","#ff9d00"
"TOYO 0164","0164","#fbb200"
"TOYO 0165","0165","#ea9f27"
"TOYO 0166","0166","#ba7f3a"
"TOYO 0167","0167","#b27234"
"TOYO 0168","0168","#edae68"
"TOYO 0169","0169","#faba71"
"TOYO 0170","0170","#f9bb67"
"TOYO 0171","0171","#f9bf7a"
"TOYO 0172","0172","#f6c487"
"TOYO 0173","0173","#edb264"
"TOYO 0174","0174","#edbb6b"
"TOYO 0175","0175","#f8c562"
"TOYO 0176","0176","#f3d485"
"TOYO 0177","0177","#fbb634"
"TOYO 0178","0178","#fcb60b"
"TOYO 0179","0179","#e2a002"
"TOYO 0180","0180","#f5ae00"
"TOYO 0181","0181","#c08700"
"TOYO 0182","0182","#e0b000"
"TOYO 0183","0183","#f8c326"
"TOYO 0184","0184","#f4d063"
"TOYO 0185","0185","#eedf9c"
"TOYO 0186","0186","#f0dd84"
"TOYO 0187","0187","#f9c200"
"TOYO 0188","0188","#f9c700"
"TOYO 0189","0189","#f8ca00"
"TOYO 0190","0190","#f5ce37"
"TOYO 0191","0191","#f4d136"
"TOYO 0192","0192","#f9cd00"
"TOYO 0193","0193","#dab707"
"TOYO 0194","0194","#d5ba00"
"TOYO 0195","0195","#b99120"
"TOYO 0196","0196","#b59b1a"
"TOYO 0197","0197","#a68c1d"
"TOYO 0198","0198","#c2ab47"
"TOYO 0199","0199","#f1d95e"
"TOYO 0200","0200","#f6db00"
"TOYO 0201","0201","#f1de00"
"TOYO 0202","0202","#f3db0b"
"TOYO 0203","0203","#f0e22b"
"TOYO 0204","0204","#eedf68"
"TOYO 0205","0205","#eede84"
"TOYO 0206","0206","#f1db42"
"TOYO 0207","0207","#f0e345"
"TOYO 0208","0208","#eee45f"
"TOYO 0209","0209","#ebe684"
"TOYO 0210","0210","#ece7ad"
"TOYO 0211","0211","#ece595"
"TOYO 0212","0212","#e1e475"
"TOYO 0213","0213","#d8d56f"
"TOYO 0214","0214","#dfde00"
"TOYO 0215","0215","#ccc140"
"TOYO 0216","0216","#c4b900"
"TOYO 0217","0217","#a49901"
"TOYO 0218","0218","#a5a011"
"TOYO 0219","0219","#83871b"
