"580-680-10","580-680-10","#b1b5b4"
"580-680-81","580-680-81","#ab9c00"
"580-680-71","580-680-71","#be8300"
"580-680-64","580-680-64","#a6793b"
"580-680-14","580-680-14","#d15500"
"580-680-72","580-680-72","#941208"
"580-680-82","580-680-82","#87030a"
"580-680-76","580-680-76","#00599a"
"580-680-75","580-680-75","#00326d"
"580-680-77","580-680-77","#00543a"
"580-680-85","580-680-85","#1c1c1e"
