"Scala 12-09-06","12-09-06","#ebd6ba"
"Scala 12-09-09","12-09-09","#dac0a0"
"Scala 12-09-12","12-09-12","#ccb092"
"Scala 12-09-15","12-09-15","#bfa387"
"Scala 12-09-18","12-09-18","#aa8b6d"
"Scala 12-09-19","12-09-19","#9c7e63"
"Scala 12-09-21","12-09-21","#8c6f56"
"Scala 12-09-24","12-09-24","#775d45"
"Scala 12-09-27","12-09-27","#634d3a"
"Scala 12-09-30","12-09-30","#504036"
"Scala 12-09-33","12-09-33","#292728"
"Scala 12-12-06","12-12-06","#f1d6b3"
"Scala 12-12-09","12-12-09","#e8cba1"
"Scala 12-12-12","12-12-12","#d9b484"
"Scala 12-12-15","12-12-15","#c69e72"
"Scala 12-12-17","12-12-17","#b89066"
"Scala 12-12-18","12-12-18","#ab8457"
"Scala 12-12-21","12-12-21","#956e45"
"Scala 12-12-24","12-12-24","#845f3d"
"Scala 12-12-27","12-12-27","#725133"
"Scala 12-13-12","12-13-12","#e2b576"
"Scala 12-13-15","12-13-15","#d5a76a"
"Scala 12-13-18","12-13-18","#b78950"
"Scala 12-15-03","12-15-03","#f6e9cc"
"Scala 12-15-06","12-15-06","#f7ddb6"
"Scala 12-15-09","12-15-09","#ebc593"
"Scala 12-15-12","12-15-12","#eebb76"
"Scala 12-15-13","12-15-13","#e2aa66"
"Scala 12-15-15","12-15-15","#d89c53"
"Scala 12-15-18","12-15-18","#bd8748"
"Scala 12-15-21","12-15-21","#9a6738"
"Scala 12-15-24","12-15-24","#86572f"
"Scala 12-18-02","12-18-02","#f6e3be"
"Scala 12-18-03","12-18-03","#f7e0b3"
"Scala 12-18-06","12-18-06","#fadaa3"
"Scala 12-18-07","12-18-07","#f8d195"
"Scala 12-18-09","12-18-09","#f6c986"
"Scala 12-18-12","12-18-12","#edaa55"
"Scala 12-18-15","12-18-15","#f09a2a"
"Scala 12-18-18","12-18-18","#e08c00"
"Scala 12-18-21","12-18-21","#ad6d2b"
"Scala 12-21-12","12-21-12","#ffb245"
"Scala 12-21-15","12-21-15","#ff9d00"
"Scala 12-21-18","12-21-18","#e79421"
"Scala 15-03-03","15-03-03","#eee8de"
"Scala 15-03-06","15-03-06","#e5ddd3"
"Scala 15-03-09","15-03-09","#d2c8be"
"Scala 15-03-12","15-03-12","#c2b6a9"
"Scala 15-03-15","15-03-15","#aea297"
"Scala 15-03-18","15-03-18","#9a9088"
"Scala 15-03-21","15-03-21","#887e77"
"Scala 15-03-22","15-03-22","#7d736e"
"Scala 15-03-24","15-03-24","#756963"
"Scala 15-06-03","15-06-03","#f7ede3"
"Scala 15-06-06","15-06-06","#e7dfd3"
"Scala 15-06-09","15-06-09","#ddcfc0"
"Scala 15-06-12","15-06-12","#d0c1b1"
"Scala 15-06-15","15-06-15","#bba899"
"Scala 15-06-16","15-06-16","#ad9c8e"
"Scala 15-06-18","15-06-18","#a18d80"
"Scala 15-06-21","15-06-21","#978275"
"Scala 15-06-22","15-06-22","#836e60"
"Scala 15-06-24","15-06-24","#765d4e"
"Scala 15-06-27","15-06-27","#594941"
"Scala 15-06-30","15-06-30","#493835"
"Scala 15-09-03","15-09-03","#f5e8d5"
"Scala 15-09-06","15-09-06","#ebdecd"
"Scala 15-09-09","15-09-09","#dfcab5"
"Scala 15-09-12","15-09-12","#d9bfa7"
"Scala 15-09-15","15-09-15","#cbac92"
"Scala 15-09-17","15-09-17","#bb9a82"
"Scala 15-09-18","15-09-18","#af8b71"
"Scala 15-09-21","15-09-21","#95735d"
"Scala 15-09-24","15-09-24","#775541"
"Scala 15-09-27","15-09-27","#62493b"
"Scala 15-09-30","15-09-30","#554236"
"Scala 15-12-03","15-12-03","#efdfc8"
"Scala 15-12-06","15-12-06","#f2dac2"
"Scala 15-12-09","15-12-09","#eacbab"
"Scala 15-12-12","15-12-12","#e2bb97"
"Scala 15-12-15","15-12-15","#d4a075"
"Scala 15-12-18","15-12-18","#b78763"
"Scala 15-12-21","15-12-21","#9e6d48"
"Scala 15-12-24","15-12-24","#7e5133"
"Scala 15-12-27","15-12-27","#704c35"
"Scala 15-15-01","15-15-01","#f6eddd"
"Scala 15-15-03","15-15-03","#f7e8d5"
"Scala 15-15-06","15-15-06","#f7dabd"
"Scala 15-15-09","15-15-09","#f2c79e"
"Scala 15-15-12","15-15-12","#eab486"
"Scala 15-15-15","15-15-15","#e6a46a"
"Scala 15-15-18","15-15-18","#c3844c"
"Scala 15-15-21","15-15-21","#a86d3d"
"Scala 15-15-24","15-15-24","#8a5631"
"Scala 15-18-06","15-18-06","#f9dab9"
"Scala 15-18-07","15-18-07","#f6cea4"
"Scala 15-18-09","15-18-09","#fcc58e"
"Scala 15-18-12","15-18-12","#fdb268"
"Scala 15-18-15","15-18-15","#e49d57"
"Scala 15-18-18","15-18-18","#c57b38"
"Scala 15-18-21","15-18-21","#ad6c35"
"Scala 15-21-15","15-21-15","#f09427"
"Scala 15-21-18","15-21-18","#cc7b27"
"Scala 18-06-03","18-06-03","#f0e9e1"
"Scala 18-06-06","18-06-06","#e4dbd3"
"Scala 18-06-09","18-06-09","#d8cec7"
"Scala 18-06-12","18-06-12","#c7bdb7"
"Scala 18-06-15","18-06-15","#b6aba5"
"Scala 18-06-17","18-06-17","#a69c96"
"Scala 18-06-18","18-06-18","#9c908a"
"Scala 18-06-21","18-06-21","#827875"
"Scala 18-06-24","18-06-24","#6a5f5d"
"Scala 18-06-27","18-06-27","#564b49"
"Scala 18-06-30","18-06-30","#433a39"
"Scala 18-06-33","18-06-33","#3a3130"
"Scala 18-09-03","18-09-03","#f1e2d1"
"Scala 18-09-06","18-09-06","#e8d5c0"
"Scala 18-09-09","18-09-09","#e1c5ae"
"Scala 18-09-12","18-09-12","#dbbaa2"
"Scala 18-09-13","18-09-13","#d3b099"
"Scala 18-09-15","18-09-15","#c9a48c"
"Scala 18-09-18","18-09-18","#b28b75"
"Scala 18-09-21","18-09-21","#967260"
"Scala 18-09-24","18-09-24","#865f4c"
"Scala 18-09-25","18-09-25","#6f4c3b"
"Scala 18-09-27","18-09-27","#5e4134"
"Scala 18-09-30","18-09-30","#53392f"
"Scala 18-12-03","18-12-03","#f0dac6"
"Scala 18-12-06","18-12-06","#f9d9c0"
"Scala 18-12-07","18-12-07","#f2ceb4"
"Scala 18-12-09","18-12-09","#ebc5a9"
"Scala 18-12-13","18-12-13","#e1b08e"
"Scala 18-12-15","18-12-15","#d7a07c"
"Scala 18-12-18","18-12-18","#bf8765"
"Scala 18-12-21","18-12-21","#a57254"
"Scala 18-12-24","18-12-24","#8a563d"
"Scala 18-12-27","18-12-27","#744736"
"Scala 18-12-30","18-12-30","#613928"
"Scala 18-15-09","18-15-09","#fcc099"
"Scala 18-15-12","18-15-12","#fcb58a"
"Scala 18-15-15","18-15-15","#e99c6e"
"Scala 18-15-18","18-15-18","#c37b52"
"Scala 18-15-21","18-15-21","#a86940"
"Scala 18-15-24","18-15-24","#a15c36"
"Scala 18-15-27","18-15-27","#905038"
"Scala 18-15-30","18-15-30","#7f4b36"
"Scala 18-15-33","18-15-33","#683e2e"
"Scala 18-18-12","18-18-12","#f7a972"
"Scala 18-18-15","18-18-15","#ef9557"
"Scala 18-18-18","18-18-18","#d57c44"
"Scala 18-21-15","18-21-15","#f88f45"
"Scala 18-21-18","18-21-18","#dc722c"
"Scala 18-24-18","18-24-18","#f3800b"
"Scala 18-24-21","18-24-21","#d4721e"
"Scala 21-06-21","21-06-21","#947e77"
"Scala 21-06-24","21-06-24","#7b6862"
"Scala 21-06-27","21-06-27","#63534d"
"Scala 21-06-30","21-06-30","#50433e"
