"7801","7801","#f3ddb2"
"7802","7802","#f2cf91"
"7803","7803","#eec169"
"7804","7804","#d1b074"
"7805","7805","#fbdfc1"
"7806","7806","#fbd4a9"
"7807","7807","#fad08c"
"7808","7808","#f3c17d"
"7809","7809","#f8ead1"
"7810","7810","#fae8c2"
"7811","7811","#d8c5a4"
"7812","7812","#c4b7a3"
"7813","7813","#f1e1cb"
"7814","7814","#efdbbf"
"7815","7815","#e0c6a5"
"7816","7816","#c6aa8d"
"7817","7817","#fceedb"
"7818","7818","#e7d2bb"
"7819","7819","#e0c7ad"
"7820","7820","#bdac9a"
"7821","7821","#f4ede3"
"7822","7822","#e9e0d8"
"7823","7823","#cdc4bc"
"7824","7824","#beb3ab"
"7825","7825","#fbede0"
"7826","7826","#edded3"
"7827","7827","#ebcfc1"
"7828","7828","#d49881"
"7829","7829","#fbdcc8"
"7830","7830","#fecbb6"
"7831","7831","#fab79f"
"7832","7832","#e08169"
"7833","7833","#efcec6"
"7834","7834","#e9c1ba"
"7835","7835","#e9aaa0"
"7836","7836","#d27f72"
"7837","7837","#e3d2d1"
"7838","7838","#dfbbba"
"7839","7839","#d9a5a5"
"7840","7840","#c98a88"
"7841","7841","#ecdadc"
"7842","7842","#e4d3d9"
"7843","7843","#d7c3cb"
"7844","7844","#caadb7"
"7845","7845","#dad5e8"
"7846","7846","#cdc7e2"
"7847","7847","#b7b5d1"
"7848","7848","#a499b9"
"7849","7849","#e0e8ef"
"7850","7850","#ccd7df"
"7851","7851","#aeb9c3"
"7852","7852","#96a5b4"
"7853","7853","#d4e2e2"
"7854","7854","#cce7ee"
"7855","7855","#b7cee4"
"7856","7856","#a3b8d1"
"7857","7857","#d5e4dd"
"7858","7858","#b9ecdd"
"7859","7859","#b8dad5"
"7860","7860","#85b2af"
"7861","7861","#eff1ce"
"7862","7862","#e7f2aa"
"7863","7863","#d0cc9a"
"7864","7864","#c9cdb6"
"7865","7865","#ddd6cc"
"7866","7866","#d1cbc0"
"7867","7867","#beb7ab"
"7868","7868","#b0aaa0"
"7869","7869","#ebebe4"
"7870","7870","#dadad6"
"7871","7871","#c8c8c6"
"7872","7872","#b4b4b2"
